***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________

----------------------------------------------
Geracao e custos marginais por unidade termica                                  
----------------------------------------------
------------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
USIT:      Numero de cadastro da usina termoeletrica                                                                                                                                                    
UNIDT:     Numero de cadastro da unidade termoeletrica                                                                                                                                                  
Nome Usit: Nome da usina termoeletrica                                                                                                                                                                  
NomeSist:  Nome do subsistema                                                                                                                                                                           
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
GTER:      Geracao Termoeletrica                                                                                                                                                                        
CustLin:   Custo linear de geracao da unidade termica                                                                                                                                                   
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
------------------------------------------------------

-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
IPER ;USIT ;UNIDT ;  Nome Usit   ;NomeSist;NumBarra;  GTER   ; CustLin ;   CMO    ;    CMB     ;
  -  ;  -  ;  -   ;      -       ;   -    ;   -    ;  (MW)   ; ($/MWh) ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
  21 ; 245 ; 008  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 245 ; 009  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 245 ; 010  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 245 ; 011  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 245 ; 012  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 245 ; 013  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 001  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 002  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 003  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 004  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 005  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 006  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 246 ; 007  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.00 ;       0.00 ;
  21 ; 247 ; 001  ; LINHARES PCS ; SE     ;  9026  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 248 ; 001  ; PAULINIA     ; SE     ; 44865  ;    15.00;  1499.04;     0.00 ;       0.00 ;
  21 ; 249 ; 001  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.00 ;       0.00 ;
  21 ; 249 ; 002  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.00 ;       0.00 ;
  21 ; 249 ; 003  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.00 ;       0.00 ;
  21 ; 249 ; 004  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.00 ;       0.00 ;
  21 ; 249 ; 005  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.00 ;       0.00 ;
  21 ; 249 ; 006  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.00 ;       0.00 ;
  21 ; 250 ; 001  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.00 ;       0.00 ;
  21 ; 250 ; 002  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.00 ;       0.00 ;
  21 ; 250 ; 003  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.00 ;       0.00 ;
  21 ; 250 ; 004  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.00 ;       0.00 ;
  21 ; 250 ; 005  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.00 ;       0.00 ;
  21 ; 251 ; 001  ; POVOACAO 1   ; SE     ; 45985  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 251 ; 002  ; POVOACAO 1   ; SE     ; 45985  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 253 ; 001  ; VIANA 1      ; SE     ; 45981  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 253 ; 002  ; VIANA 1      ; SE     ; 45982  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 253 ; 003  ; VIANA 1      ; SE     ; 45983  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 253 ; 004  ; VIANA 1      ; SE     ; 45984  ;     0.00;  1544.47;     0.00 ;       0.00 ;
  21 ; 334 ; 001  ; W ARJONA     ; SE     ;   927  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 334 ; 002  ; W ARJONA     ; SE     ;   928  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 334 ; 003  ; W ARJONA     ; SE     ;   929  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 334 ; 004  ; W ARJONA     ; SE     ;   923  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 334 ; 005  ; W ARJONA     ; SE     ;   924  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 001  ; ATLANTICO    ; SE     ;  9600  ;    90.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 002  ; ATLANTICO    ; SE     ;  9615  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 003  ; ATLANTICO    ; SE     ;  9603  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 004  ; ATLANTICO    ; SE     ;  9600  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 005  ; ATLANTICO    ; SE     ;  9600  ;   140.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 006  ; ATLANTICO    ; SE     ;  9603  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 383 ; 007  ; ATLANTICO    ; SE     ;  9600  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 004 ; 003  ; ST.CRUZ 34   ; SE     ;    30  ;     0.00;   310.41;     0.00 ;       0.00 ;
  21 ; 004 ; 004  ; ST.CRUZ 34   ; SE     ;    30  ;     0.00;   310.41;     0.00 ;       0.00 ;
  21 ; 434 ; 001  ; W ARJONA 2   ; SE     ;   927  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 434 ; 002  ; W ARJONA 2   ; SE     ;   928  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 434 ; 003  ; W ARJONA 2   ; SE     ;   929  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 434 ; 004  ; W ARJONA 2   ; SE     ;   923  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 434 ; 005  ; W ARJONA 2   ; SE     ;   924  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 047 ; 001  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 002  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 003  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 004  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 005  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 006  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 007  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 008  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 009  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 010  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 011  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 012  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 013  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 014  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 015  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 016  ; TERMORIO     ; SE     ;  4203  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 017  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 018  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 019  ; TERMORIO     ; SE     ;  4207  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 020  ; TERMORIO     ; SE     ;  4208  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 021  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 022  ; TERMORIO     ; SE     ;  4207  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 023  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 024  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 025  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 026  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 027  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 028  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 029  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 030  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 047 ; 031  ; TERMORIO     ; SE     ;  4205  ;     0.00;   389.17;     0.00 ;       0.00 ;
  21 ; 049 ; 003  ; VIANA        ; SE     ; 45976  ;     0.00;  1098.60;     0.00 ;       0.00 ;
  21 ; 049 ; 004  ; VIANA        ; SE     ; 45976  ;     0.00;  1098.60;     0.00 ;       0.00 ;
  21 ; 049 ; 001  ; VIANA        ; SE     ; 45976  ;     0.00;  1098.60;     0.00 ;       0.00 ;
  21 ; 049 ; 002  ; VIANA        ; SE     ; 45976  ;     0.00;  1098.60;     0.00 ;       0.00 ;
  21 ; 050 ; 001  ; PIRAT.12 G   ; SE     ;   403  ;     0.00;   470.34;     0.00 ;       0.00 ;
  21 ; 050 ; 002  ; PIRAT.12 G   ; SE     ;   403  ;     0.00;   470.34;     0.00 ;       0.00 ;
  21 ; 054 ; 001  ; JUIZ DE FORA ; SE     ;  4180  ;     0.00;  1076.42;     0.00 ;       0.00 ;
  21 ; 054 ; 002  ; JUIZ DE FORA ; SE     ;  4100  ;     0.00;  1076.42;     0.00 ;       0.00 ;
  21 ; 060 ; 001  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 060 ; 002  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 060 ; 003  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 060 ; 004  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 060 ; 005  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 060 ; 006  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 060 ; 007  ; NORTEFLU     ; SE     ;  3962  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 062 ; 001  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 002  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 003  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 004  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 005  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 006  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 007  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 062 ; 008  ; SEROPEDICA   ; SE     ;  3974  ;     0.00;   515.37;     0.00 ;       0.00 ;
  21 ; 063 ; 001  ; IBIRITE      ; SE     ;  1585  ;     0.00;   750.42;     0.00 ;       0.00 ;
  21 ; 068 ; 001  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 002  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 003  ; TRES LAGOAS  ; SE     ;  3525  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 004  ; TRES LAGOAS  ; SE     ;  3525  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 005  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 006  ; TRES LAGOAS  ; SE     ;  3525  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 007  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 008  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 009  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 010  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 011  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 012  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 013  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 014  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 068 ; 015  ; TRES LAGOAS  ; SE     ;  3524  ;     0.00;   321.14;     0.00 ;       0.00 ;
  21 ; 086 ; 001  ; ST.CRUZ NOVA ; SE     ;    32  ;     0.00;   204.79;     0.00 ;       0.00 ;
  21 ; 086 ; 002  ; ST.CRUZ NOVA ; SE     ;    32  ;     0.00;   204.79;     0.00 ;       0.00 ;
  21 ; 086 ; 003  ; ST.CRUZ NOVA ; SE     ;    32  ;     0.00;   204.79;     0.00 ;       0.00 ;
  21 ; 086 ; 004  ; ST.CRUZ NOVA ; SE     ;    32  ;     0.00;   204.79;     0.00 ;       0.00 ;
  21 ; 090 ; 001  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 002  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 003  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 004  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 005  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 006  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 007  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 008  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 009  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 010  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 011  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 012  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 013  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 014  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 015  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 016  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 017  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 018  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 019  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 090 ; 020  ; TERMOMACAE   ; SE     ;  3977  ;     0.00;   909.03;     0.00 ;       0.00 ;
  21 ; 097 ; 001  ; CUBATAO      ; SE     ;  9100  ;     0.00;   417.72;     0.00 ;       0.00 ;
  21 ; 097 ; 002  ; CUBATAO      ; SE     ;  9101  ;     0.00;   417.72;     0.00 ;       0.00 ;
  21 ; 097 ; 003  ; CUBATAO      ; SE     ;  9100  ;     0.00;   417.72;     0.00 ;       0.00 ;
  21 ; 107 ; 001  ; PAMPA SUL    ; S      ;   998  ;   300.00;    86.15;     0.00 ;       0.00 ;
  21 ; 149 ; 001  ; SAO SEPE     ; S      ; 10314  ;     0.00;   108.38;     0.00 ;       0.00 ;
  21 ; 156 ; 001  ; CANDIOTA 3   ; S      ;  1173  ;   300.00;   108.23;     0.00 ;       0.00 ;
  21 ; 169 ; 001  ; CISFRAMA     ; S      ;  9839  ;     2.00;   387.28;     0.00 ;       0.00 ;
  21 ; 024 ; 007  ; J.LACERDA C  ; S      ;   913  ;   300.00;   311.53;     0.00 ;       0.00 ;
  21 ; 025 ; 005  ; J.LACERDA B  ; S      ;   911  ;   110.00;   362.67;     0.00 ;       0.00 ;
  21 ; 025 ; 006  ; J.LACERDA B  ; S      ;   911  ;     0.00;   362.67;     0.00 ;       0.00 ;
  21 ; 254 ; 001  ; B. BONITA I  ; S      ;   828  ;     4.00;   708.84;     0.00 ;       0.00 ;
  21 ; 026 ; 001  ; J.LACERDA A1 ; S      ;   907  ;     0.00;   434.59;     0.00 ;       0.00 ;
  21 ; 026 ; 002  ; J.LACERDA A1 ; S      ;   907  ;     0.00;   434.59;     0.00 ;       0.00 ;
  21 ; 027 ; 003  ; J.LACERDA A2 ; S      ;   909  ;    55.00;   372.62;     0.00 ;       0.00 ;
  21 ; 027 ; 004  ; J.LACERDA A2 ; S      ;   909  ;     0.00;   372.62;     0.00 ;       0.00 ;
  21 ; 028 ; 001  ; FIGUEIRA     ; S      ;  2481  ;     0.00;   330.64;     0.00 ;       0.00 ;
  21 ; 035 ; 001  ; URUGUAIANA   ; S      ;  1164  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 035 ; 002  ; URUGUAIANA   ; S      ;  1164  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 035 ; 003  ; URUGUAIANA   ; S      ;  1164  ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 048 ; 001  ; ARAUCARIA    ; S      ;   802  ;     0.00;  2305.34;     0.00 ;       0.00 ;
  21 ; 048 ; 002  ; ARAUCARIA    ; S      ;   802  ;     0.00;  2305.34;     0.00 ;       0.00 ;
  21 ; 048 ; 003  ; ARAUCARIA    ; S      ;   802  ;     0.00;  2305.34;     0.00 ;       0.00 ;
  21 ; 064 ; 001  ; CANOAS       ; S      ;  1152  ;     0.00;  1224.85;     0.00 ;       0.00 ;
  21 ; 106 ; 001  ; ERB CANDEIAS ; NE     ;  6611  ;     0.00;   108.45;     0.00 ;       0.00 ;
  21 ; 112 ; 001  ; CURUMIM      ; NE     ; 45077  ;     0.00;  1120.40;     0.00 ;       0.00 ;
  21 ; 112 ; 002  ; CURUMIM      ; NE     ; 45077  ;     0.00;  1120.40;     0.00 ;       0.00 ;
  21 ; 112 ; 003  ; CURUMIM      ; NE     ; 45077  ;     0.00;  1120.40;     0.00 ;       0.00 ;
  21 ; 144 ; 001  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 002  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 003  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 004  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 005  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 006  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 007  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 144 ; 008  ; PETROLINA    ; NE     ;  6314  ;     0.00;  1888.33;     0.00 ;       0.00 ;
  21 ; 147 ; 001  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   204.55;     0.00 ;       0.00 ;
  21 ; 147 ; 002  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   204.55;     0.00 ;       0.00 ;
  21 ; 147 ; 003  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   204.55;     0.00 ;       0.00 ;
  21 ; 151 ; 001  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.00 ;
  21 ; 151 ; 002  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.00 ;
  21 ; 151 ; 003  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.00 ;
  21 ; 151 ; 004  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  2313.25;     0.00 ;       0.00 ;
  21 ; 152 ; 001  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1085.02;     0.00 ;       0.00 ;
  21 ; 152 ; 002  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1085.02;     0.00 ;       0.00 ;
  21 ; 152 ; 003  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1085.02;     0.00 ;       0.00 ;
  21 ; 159 ; 001  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 002  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 003  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 004  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 005  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 006  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 007  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 008  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 009  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 010  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 011  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 159 ; 012  ; TERMOMANAUS  ; NE     ;  5188  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 001  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 002  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 003  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 004  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 005  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 006  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 160 ; 007  ; PAU FERRO I  ; NE     ;  5187  ;     0.00;  2588.10;     0.00 ;       0.00 ;
  21 ; 161 ; 001  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.00 ;
  21 ; 161 ; 002  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.00 ;
  21 ; 161 ; 003  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.00 ;
  21 ; 161 ; 004  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.00 ;
  21 ; 161 ; 005  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  2313.23;     0.00 ;       0.00 ;
