& CONDICOES INICIAIS DAS UNIDADES                
&                                                
UCTPAR 2
&UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
CPLEXLOG
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
CROSSOVER 0 0 0 0
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
334  W ARJONA       2    0        0.000  19864  1  0  0          0.
334  W ARJONA       3    0        0.000  20928  0  0  0          0.
334  W ARJONA       4    0        0.000  19864  1  0  0          0.
334  W ARJONA       5    0        0.000  19792  1  0  0          0.
383  ATLANTICO      1    0        0.000   9179  0  0  0        220.
383  ATLANTICO      2    0        0.000   2475  0  0  0        220.
383  ATLANTICO      3    0        0.000   2427  0  0  0        220.
383  ATLANTICO      4    0        0.000   2568  0  0  0        220.
383  ATLANTICO      5    1      220.000    192  0  0  0        220.
383  ATLANTICO      6    0        0.000   1152  0  0  0        220.
383  ATLANTICO      7    0        0.000    192  0  0  0        220.
434  W ARJONA 2     1    0        0.000  19864  1  0  0          0.
434  W ARJONA 2     2    0        0.000  19864  1  0  0          0.
434  W ARJONA 2     3    0        0.000  20928  0  0  0          0.
434  W ARJONA 2     4    0        0.000  19864  1  0  0          0.
434  W ARJONA 2     5    0        0.000  19792  1  0  0          0.
FIM
&
&
& LIMITES E CONDICOES OPERACIONAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
&
OPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us    nome      un di hi m df hf m Gmin     Gmax       Custo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&XX XXXXXXXXXXXX XX XX XX X XX XX X XXXXXXXXXXxxxxxxxxxxXXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
  1 ANGRA 1       1 25  0 0 F                                31.17
 13 ANGRA 2       1 25  0 0 F                                20.12
211 BAIXADA FL    1 25  0 0 F                               201.36
211 BAIXADA FL    2 25  0 0 F                               201.36
211 BAIXADA FL    3 25  0 0 F                               201.36
 97 CUBATAO       1 25  0 0 F                               417.72
 97 CUBATAO       2 25  0 0 F                               417.72
 97 CUBATAO       3 25  0 0 F                               417.72
&UTE CUIABA sem CVU valido
 12 CUIABA CC     1 25  0 0 F                        0.0      0.00
 12 CUIABA CC     2 25  0 0 F                        0.0      0.00
 12 CUIABA CC     3 25  0 0 F                        0.0      0.00
&UTE DAIA sem CVU valido
153 DAIA          1 25  0 0 F                        0.0      0.00
153 DAIA          2 25  0 0 F                        0.0      0.00
137 UTE GNA I     1 25  0 0 F                               389.49
155 GOIANIA 2     1 25  0 0 F                              2702.48
155 GOIANIA 2     2 25  0 0 F                              2702.48
 63 IBIRITE       1 25  0 0 F                               750.42
 54 J.FORA        1 25  0 0 F                              1076.42
 54 J.FORA        2 25  0 0 F                              1076.42
245 KARKEY 013    1 25  0 0 F                              1050.22
245 KARKEY 013    2 25  0 0 F                              1050.22
245 KARKEY 013    3 25  0 0 F                              1050.22
245 KARKEY 013    4 25  0 0 F                              1050.22
245 KARKEY 013    5 25  0 0 F                              1050.22
245 KARKEY 013    6 25  0 0 F                              1050.22
245 KARKEY 013    7 25  0 0 F                              1050.22
245 KARKEY 013    8 25  0 0 F                              1050.22
245 KARKEY 013    9 25  0 0 F                              1050.22
245 KARKEY 013   10 25  0 0 F                              1050.22
245 KARKEY 013   11 25  0 0 F                              1050.22
245 KARKEY 013   12 25  0 0 F                              1050.22
245 KARKEY 013   13 25  0 0 F                              1050.22
246 KARKEY 019    1 25  0 0 F                              1050.22
246 KARKEY 019    2 25  0 0 F                              1050.22
246 KARKEY 019    3 25  0 0 F                              1050.22
246 KARKEY 019    4 25  0 0 F                              1050.22
246 KARKEY 019    5 25  0 0 F                              1050.22
246 KARKEY 019    6 25  0 0 F                              1050.22
246 KARKEY 019    7 25  0 0 F                              1050.22
 15 LUIZORMELO    1 25  0 0 F                               308.57
 15 LUIZORMELO    2 25  0 0 F                               308.57
 15 LUIZORMELO    3 25  0 0 F                               308.57
 15 LUIZORMELO    4 25  0 0 F                               308.57
247 LORM_PCS      1 25  0 0 F                              1544.47
110 NPIRATINGA    1 25  0 0 F                               964.45
110 NPIRATINGA    2 25  0 0 F                               964.45
110 NPIRATINGA    3 25  0 0 F                               964.45
110 NPIRATINGA    4 25  0 0 F                               964.45
110 NPIRATINGA    5 25  0 0 F                               964.45
110 NPIRATINGA    6 25  0 0 F                               964.45
110 NPIRATINGA    7 25  0 0 F                               964.45
110 NPIRATINGA    8 25  0 0 F                               964.45
110 NPIRATINGA    9 25  0 0 F                               964.45
110 NPIRATINGA   10 25  0 0 F                               964.45
110 NPIRATINGA   11 25  0 0 F                               964.45
110 NPIRATINGA   12 25  0 0 F                               964.45
110 NPIRATINGA   13 25  0 0 F                               964.45
110 NPIRATINGA   14 25  0 0 F                               964.45
110 NPIRATINGA   15 25  0 0 F                               964.45
229 O.PINTADA     1 25  0 0 F                               138.91
182 PALMEIR_GO    1 25  0 0 F                              1729.18
182 PALMEIR_GO    2 25  0 0 F                              1729.18
248 PAULINIA      1 25  0 0 F                              1499.04
&UTE PIRAT.12 sem operação comercial conforme despacho 4.005/2011 da ANEEL
 50 PIRAT.12 O    1 25  0 0 F                        0.0    470.34
 50 PIRAT.12 O    2 25  0 0 F                        0.0    470.34
249 PORSUD I      1 25  0 0 F                              1208.26
249 PORSUD I      2 25  0 0 F                              1208.26
249 PORSUD I      3 25  0 0 F                              1208.26
249 PORSUD I      4 25  0 0 F                              1208.26
249 PORSUD I      5 25  0 0 F                              1208.26
249 PORSUD I      6 25  0 0 F                              1208.26
250 PORSUD II     1 25  0 0 F                              1203.97
250 PORSUD II     2 25  0 0 F                              1203.97
250 PORSUD II     3 25  0 0 F                              1203.97
250 PORSUD II     4 25  0 0 F                              1203.97
250 PORSUD II     5 25  0 0 F                              1203.97
251 POVOACAO I    1 25  0 0 F                              1544.47
251 POVOACAO I    2 25  0 0 F                              1544.47
 62 SEROPEDICA    1 25  0 0 F                               515.37
 62 SEROPEDICA    2 25  0 0 F                               515.37
 62 SEROPEDICA    3 25  0 0 F                               515.37
 62 SEROPEDICA    4 25  0 0 F                               515.37
 62 SEROPEDICA    5 25  0 0 F                               515.37
 62 SEROPEDICA    6 25  0 0 F                               515.37
 62 SEROPEDICA    7 25  0 0 F                               515.37
 62 SEROPEDICA    8 25  0 0 F                               515.37
&UTE ST.CRUZ 34 sem operação comercial conforme despacho 3.263/2012 da ANEEL
  4 ST.CRUZ 34    3 25  0 0 F                        0.0    310.41
  4 ST.CRUZ 34    4 25  0 0 F                        0.0    310.41
 86 SANTA CRUZ    1 25  0 0 F                               204.79
 86 SANTA CRUZ    2 25  0 0 F                               204.79
 86 SANTA CRUZ    3 25  0 0 F                               204.79
 86 SANTA CRUZ    4 25  0 0 F                               204.79
146 UTE STA VI    1 25  0 0 F                               150.06
& UTE TNORTE 2 sem CUST conforme OFÍCIO Nº 755/2023-SCE/ANEEL
& UTE TNORTE 2 com CVU aprovado conforme despacho 3.879/2023 da ANEEL
194 TNORTE 2      1 25  0 0 F                        0.0   2997.89
194 TNORTE 2      2 25  0 0 F                        0.0   2997.89
194 TNORTE 2      3 25  0 0 F                        0.0   2997.89
194 TNORTE 2      4 25  0 0 F                        0.0   2997.89
194 TNORTE 2      5 25  0 0 F                        0.0   2997.89
194 TNORTE 2      6 25  0 0 F                        0.0   2997.89
194 TNORTE 2      7 25  0 0 F                        0.0   2997.89
223 PROSP_III     1 25  0 0 F                               208.41
223 PROSP_III     2 25  0 0 F                               208.41
223 PROSP_III     3 25  0 0 F                               208.41
223 PROSP_III     4 25  0 0 F                               208.41
223 PROSP_III     5 25  0 0 F                               208.41
223 PROSP_III     6 25  0 0 F                               208.41
241 PROSP_II      1 25  0 0 F                               385.26
241 PROSP_II      2 25  0 0 F                               385.26
241 PROSP_II      3 25  0 0 F                               385.26
241 PROSP_II      4 25  0 0 F                               385.26
 90 T.MACAE       1 25  0 0 F                               909.03
 90 T.MACAE       2 25  0 0 F                               909.03
 90 T.MACAE       3 25  0 0 F                               909.03
 90 T.MACAE       4 25  0 0 F                               909.03
 90 T.MACAE       5 25  0 0 F                               909.03
 90 T.MACAE       6 25  0 0 F                               909.03
 90 T.MACAE       7 25  0 0 F                               909.03
 90 T.MACAE       8 25  0 0 F                               909.03
 90 T.MACAE       9 25  0 0 F                               909.03
 90 T.MACAE      10 25  0 0 F                               909.03
 90 T.MACAE      11 25  0 0 F                               909.03
 90 T.MACAE      12 25  0 0 F                               909.03
 90 T.MACAE      13 25  0 0 F                               909.03
 90 T.MACAE      14 25  0 0 F                               909.03
 90 T.MACAE      15 25  0 0 F                               909.03
 90 T.MACAE      16 25  0 0 F                               909.03
 90 T.MACAE      17 25  0 0 F                               909.03
 90 T.MACAE      18 25  0 0 F                               909.03
 90 T.MACAE      19 25  0 0 F                               909.03
 90 T.MACAE      20 25  0 0 F                               909.03
 47 TERMORIO      1 25  0 0 F                               389.17
 47 TERMORIO      2 25  0 0 F                               389.17
 47 TERMORIO      3 25  0 0 F                               389.17
 47 TERMORIO      4 25  0 0 F                               389.17
 47 TERMORIO      5 25  0 0 F                               389.17
 47 TERMORIO      6 25  0 0 F                               389.17
 47 TERMORIO      7 25  0 0 F                               389.17
 47 TERMORIO      8 25  0 0 F                               389.17
 47 TERMORIO      9 25  0 0 F                               389.17
 47 TERMORIO     10 25  0 0 F                               389.17
 47 TERMORIO     11 25  0 0 F                               389.17
 47 TERMORIO     12 25  0 0 F                               389.17
 47 TERMORIO     13 25  0 0 F                               389.17
 47 TERMORIO     14 25  0 0 F                               389.17
 47 TERMORIO     15 25  0 0 F                               389.17
 47 TERMORIO     16 25  0 0 F                               389.17
 47 TERMORIO     17 25  0 0 F                               389.17
 47 TERMORIO     18 25  0 0 F                               389.17
 47 TERMORIO     19 25  0 0 F                               389.17
 47 TERMORIO     20 25  0 0 F                               389.17
 47 TERMORIO     21 25  0 0 F                               389.17
 47 TERMORIO     22 25  0 0 F                               389.17
 47 TERMORIO     23 25  0 0 F                               389.17
 47 TERMORIO     24 25  0 0 F                               389.17
 47 TERMORIO     25 25  0 0 F                               389.17
 47 TERMORIO     26 25  0 0 F                               389.17
 47 TERMORIO     27 25  0 0 F                               389.17
 47 TERMORIO     28 25  0 0 F                               389.17
 47 TERMORIO     29 25  0 0 F                               389.17
 47 TERMORIO     30 25  0 0 F                               389.17
 47 TERMORIO     31 25  0 0 F                               389.17
 68 T.LAGOAS      1 25  0 0 F                               321.14
 68 T.LAGOAS      2 25  0 0 F                               321.14
 68 T.LAGOAS      3 25  0 0 F                               321.14
 68 T.LAGOAS      4 25  0 0 F                               321.14
 68 T.LAGOAS      5 25  0 0 F                               321.14
 68 T.LAGOAS      6 25  0 0 F                               321.14
 68 T.LAGOAS      7 25  0 0 F                               321.14
 68 T.LAGOAS      8 25  0 0 F                               321.14
 68 T.LAGOAS      9 25  0 0 F                               321.14
 68 T.LAGOAS     10 25  0 0 F                               321.14
 68 T.LAGOAS     11 25  0 0 F                               321.14
 68 T.LAGOAS     12 25  0 0 F                               321.14
 68 T.LAGOAS     13 25  0 0 F                               321.14
 68 T.LAGOAS     14 25  0 0 F                               321.14
 68 T.LAGOAS     15 25  0 0 F                               321.14
 49 VIANA         1 25  0 0 F                              1098.60
 49 VIANA         2 25  0 0 F                              1098.60
 49 VIANA         3 25  0 0 F                              1098.60
 49 VIANA         4 25  0 0 F                              1098.60
253 VIANA I       1 25  0 0 F                              1544.47
253 VIANA I       2 25  0 0 F                              1544.47
253 VIANA I       3 25  0 0 F                              1544.47
253 VIANA I       4 25  0 0 F                              1544.47
108 XAVANTES      1 25  0 0 F                              3681.58
108 XAVANTES      2 25  0 0 F                              3681.58
&UTE ARAUCARIA com CVU aprovado conforme despacho 4.585/2023 da ANEEL
 48 ARAUCARIA     1 25  0 0 F                              2305.34
 48 ARAUCARIA     2 25  0 0 F                              2305.34
 48 ARAUCARIA     3 25  0 0 F                              2305.34
254 B.BONITA I    1 25  0 0 F                               708.84
156 CANDIOTA_3    1 25  0 0 F                               108.23
 64 CANOAS        1 25  0 0 F                              1224.85
169 MADEIRA       1 25  0 0 F                               387.28
 28 FIGUEIRA      1 25  0 0 F                               330.64
 26 J.LAC. A1     1 25  0 0 F                               434.59
 26 J.LAC. A1     2 25  0 0 F                               434.59
 27 J.LAC. A2     3 25  0 0 F                               372.62
 27 J.LAC. A2     4 25  0 0 F                               372.62
 25 J.LACER. B    5 25  0 0 F                               362.67
 25 J.LACER. B    6 25  0 0 F                               362.67
 24 J.LACER. C    7 25  0 0 F                               311.53
107 PAMPA SUL     1 25  0 0 F                                86.15
149 SAO SEPE      1 25  0 0 F                               108.38
&UTE URUGUAIANA sem CVU valido
&UTE URUGUAIANA sem operação comercial conforme despacho 2.367/22 da ANEEL
 35 URUGUAIANA    1 25  0 0 F                        0.0      0.00
 35 URUGUAIANA    2 25  0 0 F                        0.0      0.00
 35 URUGUAIANA    3 25  0 0 F                        0.0      0.00
112 CURUMIM       1 25  0 0 F                              1120.40
112 CURUMIM       2 25  0 0 F                              1120.40
112 CURUMIM       3 25  0 0 F                              1120.40
166 GUARANI       1 25  0 0 F                              1120.70
166 GUARANI       2 25  0 0 F                              1120.70
166 GUARANI       3 25  0 0 F                              1120.70
166 GUARANI       4 25  0 0 F                              1120.70
166 GUARANI       5 25  0 0 F                              1120.70
166 GUARANI       6 25  0 0 F                              1120.70
166 GUARANI       7 25  0 0 F                              1120.70
166 GUARANI       8 25  0 0 F                              1120.70
166 GUARANI       9 25  0 0 F                              1120.70
166 GUARANI      10 25  0 0 F                              1120.70
166 GUARANI      11 25  0 0 F                              1120.70
 52 CAMPINA_GR    1 25  0 0 F                              1098.62
 52 CAMPINA_GR    2 25  0 0 F                              1098.62
 52 CAMPINA_GR    3 25  0 0 F                              1098.62
 52 CAMPINA_GR    4 25  0 0 F                              1098.62
 42 FORTALEZA     1 25  0 0 F                               285.83
 42 FORTALEZA     2 25  0 0 F                               285.83
 42 FORTALEZA     3 25  0 0 F                               285.83
 53 GLOBAL I      1 25  0 0 F                              1244.94
 53 GLOBAL I      2 25  0 0 F                              1244.94
 53 GLOBAL I      3 25  0 0 F                              1244.94
 53 GLOBAL I      4 25  0 0 F                              1244.94
 53 GLOBAL I      5 25  0 0 F                              1244.94
 53 GLOBAL I      6 25  0 0 F                              1244.94
 53 GLOBAL I      7 25  0 0 F                              1244.94
 53 GLOBAL I      8 25  0 0 F                              1244.94
 53 GLOBAL I      9 25  0 0 F                              1244.94
 53 GLOBAL I     10 25  0 0 F                              1244.94
 53 GLOBAL I     11 25  0 0 F                              1244.94
 55 GLOBAL II     1 25  0 0 F                              1244.94
 55 GLOBAL II     2 25  0 0 F                              1244.94
 55 GLOBAL II     3 25  0 0 F                              1244.94
 55 GLOBAL II     4 25  0 0 F                              1244.94
 55 GLOBAL II     5 25  0 0 F                              1244.94
 55 GLOBAL II     6 25  0 0 F                              1244.94
 55 GLOBAL II     7 25  0 0 F                              1244.94
 55 GLOBAL II     8 25  0 0 F                              1244.94
 55 GLOBAL II     9 25  0 0 F                              1244.94
 55 GLOBAL II    10 25  0 0 F                              1244.94
 55 GLOBAL II    11 25  0 0 F                              1244.94
 57 MARACANAU     1 25  0 0 F                              1067.75
 57 MARACANAU     2 25  0 0 F                              1067.75
 57 MARACANAU     3 25  0 0 F                              1067.75
 57 MARACANAU     4 25  0 0 F                              1067.75
 57 MARACANAU     5 25  0 0 F                              1067.75
 57 MARACANAU     6 25  0 0 F                              1067.75
 57 MARACANAU     7 25  0 0 F                              1067.75
 57 MARACANAU     8 25  0 0 F                              1067.75
164 APOENA        1 25  0 0 F                              1120.20
164 APOENA        2 25  0 0 F                              1120.20
164 APOENA        3 25  0 0 F                              1120.20
164 APOENA        4 25  0 0 F                              1120.20
164 APOENA        5 25  0 0 F                              1120.20
164 APOENA        6 25  0 0 F                              1120.20
167 P.PECEM1      1 25  0 0 F                               395.81
167 P.PECEM1      2 25  0 0 F                               395.81
163 P.PECEM2      1 25  0 0 F                               399.48
224 PSERGIPE I    1 25  0 0 F                               384.45
224 PSERGIPE I    2 25  0 0 F                               384.45
224 PSERGIPE I    3 25  0 0 F                               384.45
224 PSERGIPE I    4 25  0 0 F                               384.45
224 PSERGIPE I    5 25  0 0 F                               384.45
224 PSERGIPE I    6 25  0 0 F                               384.45
224 PSERGIPE I    7 25  0 0 F                               384.45
160 PAU FERRO     1 25  0 0 F                              2588.10
160 PAU FERRO     2 25  0 0 F                              2588.10
160 PAU FERRO     3 25  0 0 F                              2588.10
160 PAU FERRO     4 25  0 0 F                              2588.10
160 PAU FERRO     5 25  0 0 F                              2588.10
160 PAU FERRO     6 25  0 0 F                              2588.10
160 PAU FERRO     7 25  0 0 F                              2588.10
 98 PERNAMBU_3    1 25  0 0 F                               945.85
 98 PERNAMBU_3    2 25  0 0 F                               945.85
 98 PERNAMBU_3    3 25  0 0 F                               945.85
 98 PERNAMBU_3    4 25  0 0 F                               945.85
144 PETROLINA     1 25  0 0 F                              1888.33
144 PETROLINA     2 25  0 0 F                              1888.33
144 PETROLINA     3 25  0 0 F                              1888.33
144 PETROLINA     4 25  0 0 F                              1888.33
144 PETROLINA     5 25  0 0 F                              1888.33
144 PETROLINA     6 25  0 0 F                              1888.33
144 PETROLINA     7 25  0 0 F                              1888.33
144 PETROLINA     8 25  0 0 F                              1888.33
151 POTIGUAR      1 25  0 0 F                              2313.25
151 POTIGUAR      2 25  0 0 F                              2313.25
151 POTIGUAR      3 25  0 0 F                              2313.25
151 POTIGUAR      4 25  0 0 F                              2313.25
161 POTIGUAR_3    1 25  0 0 F                              2313.23
161 POTIGUAR_3    2 25  0 0 F                              2313.23
161 POTIGUAR_3    3 25  0 0 F                              2313.23
161 POTIGUAR_3    4 25  0 0 F                              2313.23
161 POTIGUAR_3    5 25  0 0 F                              2313.23
161 POTIGUAR_3    6 25  0 0 F                              2313.23
147 PROSP_I       1 25  0 0 F                               204.55
147 PROSP_I       2 25  0 0 F                               204.55
147 PROSP_I       3 25  0 0 F                               204.55
170 SUAPE II      1 25  0 0 F                              1121.25
170 SUAPE II      2 25  0 0 F                              1121.25
170 SUAPE II      3 25  0 0 F                              1121.25
170 SUAPE II      4 25  0 0 F                              1121.25
170 SUAPE II      5 25  0 0 F                              1121.25
170 SUAPE II      6 25  0 0 F                              1121.25
170 SUAPE II      7 25  0 0 F                              1121.25
170 SUAPE II      8 25  0 0 F                              1121.25
170 SUAPE II      9 25  0 0 F                              1121.25
170 SUAPE II     10 25  0 0 F                              1121.25
170 SUAPE II     11 25  0 0 F                              1121.25
170 SUAPE II     12 25  0 0 F                              1121.25
170 SUAPE II     13 25  0 0 F                              1121.25
170 SUAPE II     14 25  0 0 F                              1121.25
170 SUAPE II     15 25  0 0 F                              1121.25
170 SUAPE II     16 25  0 0 F                              1121.25
170 SUAPE II     17 25  0 0 F                              1121.25
&UTE SYKUE I sem operação comercial conforme despacho 1.096/2022 da ANEEL
221 SYKUE I       1 25  0 0 F                        0.0    510.12
 43 T.BAHIA       1 25  0 0 F                               783.44
152 TERMOCABO     1 25  0 0 F                              1085.02
152 TERMOCABO     2 25  0 0 F                              1085.02
152 TERMOCABO     3 25  0 0 F                              1085.02
 58 TERMOCEARA    1 25  0 0 F                               567.76
 58 TERMOCEARA    2 25  0 0 F                               567.76
 58 TERMOCEARA    3 25  0 0 F                               567.76
 58 TERMOCEARA    4 25  0 0 F                               567.76
159 TERMOMANAU    1 25  0 0 F                              2588.10
159 TERMOMANAU    2 25  0 0 F                              2588.10
159 TERMOMANAU    3 25  0 0 F                              2588.10
159 TERMOMANAU    4 25  0 0 F                              2588.10
159 TERMOMANAU    5 25  0 0 F                              2588.10
159 TERMOMANAU    6 25  0 0 F                              2588.10
159 TERMOMANAU    7 25  0 0 F                              2588.10
159 TERMOMANAU    8 25  0 0 F                              2588.10
159 TERMOMANAU    9 25  0 0 F                              2588.10
159 TERMOMANAU   10 25  0 0 F                              2588.10
159 TERMOMANAU   11 25  0 0 F                              2588.10
159 TERMOMANAU   12 25  0 0 F                              2588.10
 67 TERMONE       1 25  0 0 F                              1089.77
 67 TERMONE       2 25  0 0 F                              1089.77
 67 TERMONE       3 25  0 0 F                              1089.77
 69 TERMOPB       1 25  0 0 F                              1089.77
 69 TERMOPB       2 25  0 0 F                              1089.77
 69 TERMOPB       3 25  0 0 F                              1089.77
 96 TERMOPE       1 25  0 0 F                               235.89
 96 TERMOPE       2 25  0 0 F                               235.89
 96 TERMOPE       3 25  0 0 F                               235.89
 83 VALE ACU      1 25  0 0 F                               450.86
 83 VALE ACU      2 25  0 0 F                               450.86
201 APARECIDA     1 25  0 0 F                               103.03
201 APARECIDA     2 25  0 0 F                               103.03
201 APARECIDA     3 25  0 0 F                               103.03
201 APARECIDA     4 25  0 0 F                               103.03
203 C. ROCHA      1 25  0 0 F                                 0.00
203 C. ROCHA      2 25  0 0 F                                 0.00
203 C. ROCHA      3 25  0 0 F                                 0.00
203 C. ROCHA      4 25  0 0 F                                 0.00
203 C. ROCHA      5 25  0 0 F                                 0.00
 73 GERAMAR1      1 25  0 0 F                              1098.58
 73 GERAMAR1      2 25  0 0 F                              1098.58
 73 GERAMAR1      3 25  0 0 F                              1098.58
 73 GERAMAR1      4 25  0 0 F                              1098.58
 70 GERAMAR2      1 25  0 0 F                              1098.58
 70 GERAMAR2      2 25  0 0 F                              1098.58
 70 GERAMAR2      3 25  0 0 F                              1098.58
 70 GERAMAR2      4 25  0 0 F                              1098.58
204 JARAQUI       6 25  0 0 F                                 0.00
204 JARAQUI       7 25  0 0 F                                 0.00
205 MANAUARA      1 25  0 0 F                                 0.00
205 MANAUARA      2 25  0 0 F                                 0.00
205 MANAUARA      3 25  0 0 F                                 0.00
205 MANAUARA      4 25  0 0 F                                 0.00
212 MARANHAO3     1 25  0 0 F                               105.87
 36 MARANHAOIV    1 25  0 0 F                               189.96
 21 MARANHAO V    1 25  0 0 F                               189.96
140 UTE MAUA 3    1 25  0 0 F                               103.03
140 UTE MAUA 3    2 25  0 0 F                               103.03
140 UTE MAUA 3    3 25  0 0 F                               103.03
140 UTE MAUA 3    4 25  0 0 F                               103.03
140 UTE MAUA 3    5 25  0 0 F                               103.03
140 UTE MAUA 3    6 25  0 0 F                               103.03
140 UTE MAUA 3    7 25  0 0 F                               103.03
140 UTE MAUA 3    8 25  0 0 F                               103.03
 46 N.VENECIA2    1 25  0 0 F                               286.88
116 PARNAIB_IV    1 25  0 0 F                               151.69
239 PARNAIBA_V    1 25  0 0 F                               203.43
207 PONTA NEGR    1 25  0 0 F                                 0.00
207 PONTA NEGR    2 25  0 0 F                                 0.00
207 PONTA NEGR    3 25  0 0 F                                 0.00
207 PONTA NEGR    4 25  0 0 F                                 0.00
176 P. ITAQUI     1 25  0 0 F                               391.53
209 TAMBAQUI      5 25  0 0 F                                 0.00
209 TAMBAQUI      6 25  0 0 F                                 0.00
209 TAMBAQUI      7 25  0 0 F                                 0.00
383 ATLAN_CSA     1 25  0 0 F                                 0.00
383 ATLAN_CSA     2 25  0 0 F                                 0.00
383 ATLAN_CSA     3 25  0 0 F                                 0.00
383 ATLAN_CSA     4 25  0 0 F                                 0.00
383 ATLAN_CSA     5 25  0 0 F                                 0.00
383 ATLAN_CSA     6 25  0 0 F                                 0.00
383 ATLAN_CSA     7 25  0 0 F                                 0.00
 60 NORTEFLU 1    1 25  0 0 F                                 0.00
 60 NORTEFLU 1    2 25  0 0 F                                 0.00
 60 NORTEFLU 1    3 25  0 0 F                                 0.00
 60 NORTEFLU 1    4 25  0 0 F                                 0.00
 60 NORTEFLU 1    5 25  0 0 F                                 0.00
 60 NORTEFLU 1    6 25  0 0 F                                 0.00
 60 NORTEFLU 1    7 25  0 0 F                                 0.00
&UTE W.ARJONA (gas) sem CVU valido
334 W.ARJONA      1 25  0 0 F                        0.0      0.00
334 W.ARJONA      2 25  0 0 F                        0.0      0.00
334 W.ARJONA      3 25  0 0 F                        0.0      0.00
334 W.ARJONA      4 25  0 0 F                        0.0      0.00
334 W.ARJONA      5 25  0 0 F                        0.0      0.00
&UTE W.ARJONA (oleo) sem CVU valido
434 W.ARJONA O    1 25  0 0 F                        0.0      0.00
434 W.ARJONA O    2 25  0 0 F                        0.0      0.00
434 W.ARJONA O    3 25  0 0 F                        0.0      0.00
434 W.ARJONA O    4 25  0 0 F                        0.0      0.00
434 W.ARJONA O    5 25  0 0 F                        0.0      0.00
106 ERB CANDEI    1 25  0 0 F                               108.45
FIM
