***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________

-------------------------------------------------------
Custos marginais dos contratos de importacao de energia                         
-------------------------------------------------------
---------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
CONTR:     Numero do contrato de imp/exp de energia                                                                                                                                                     
NomeContr: Nome do contrato de imp/exp de energia                                                                                                                                                       
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
NomeSist:  Nome do subsistema                                                                                                                                                                           
Econtr:    Energia contratada                                                                                                                                                                           
CustContr: Custo (Preco) da energia imp/exp                                                                                                                                                             
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
---------------------------------------------------

-----;-----;-----------;--------;--------;---------;---------;----------;------------;
IPER ;CONTR; NomeContr ;NumBarra;NomeSist; Econtr  ;CustContr;   CMO    ;    CMB     ;
  -  ;  -  ;     -     ;   -    ;   -    ;  (MW)   ;  (MW)   ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;-----------;--------;--------;---------;---------;----------;------------;
   7 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   253.86;     0.00;     0.00 ;       0.00 ;
   8 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   419.57;     0.00;     0.00 ;       0.00 ;
   8 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   419.57;     0.00;     0.00 ;       0.00 ;
   8 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
   8 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
   8 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
   8 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
   8 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
   8 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
   8 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
   8 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
   8 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
   8 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  1326.78;     0.00;     0.00 ;       0.00 ;
   8 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   110.33;     0.00;     0.00 ;       0.00 ;
   8 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   110.33;     0.00;     0.00 ;       0.00 ;
   8 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   111.60;     0.00;     0.00 ;       0.00 ;
   8 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   111.60;     0.00;     0.00 ;       0.00 ;
   8 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   8 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   251.40;     0.00;     0.00 ;       0.00 ;
   9 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   393.64;     0.00;     0.00 ;       0.00 ;
   9 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   393.64;     0.00;     0.00 ;       0.00 ;
   9 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
   9 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
   9 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
   9 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
   9 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
   9 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
   9 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
   9 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
   9 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
   9 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  1326.42;     0.00;     0.00 ;       0.00 ;
   9 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   110.65;     0.00;     0.00 ;       0.00 ;
   9 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   110.65;     0.00;     0.00 ;       0.00 ;
   9 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   111.90;     0.00;     0.00 ;       0.00 ;
   9 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   111.90;     0.00;     0.00 ;       0.00 ;
   9 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
   9 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   245.51;     0.00;     0.00 ;       0.00 ;
  10 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   396.39;     0.00;     0.00 ;       0.00 ;
  10 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   396.39;     0.00;     0.00 ;       0.00 ;
  10 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  10 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  10 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  10 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  10 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  10 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  10 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  10 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  10 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1326.28;     0.00;     0.00 ;       0.00 ;
  10 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  10 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   113.78;     0.00;     0.00 ;       0.00 ;
  10 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   113.78;     0.00;     0.00 ;       0.00 ;
  10 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   113.57;     0.00;     0.00 ;       0.00 ;
  10 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   113.57;     0.00;     0.00 ;       0.00 ;
  10 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  10 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   244.14;     0.00;     0.00 ;       0.00 ;
  11 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   371.59;     0.00;     0.00 ;       0.00 ;
  11 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   371.59;     0.00;     0.00 ;       0.00 ;
  11 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  11 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  11 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  11 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  11 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  11 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  11 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  11 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  11 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  11 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  1325.87;     0.00;     0.00 ;       0.00 ;
  11 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   111.82;     0.00;     0.00 ;       0.00 ;
  11 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   111.82;     0.00;     0.00 ;       0.00 ;
  11 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   113.20;     0.00;     0.00 ;       0.00 ;
  11 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   113.20;     0.00;     0.00 ;       0.00 ;
  11 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  11 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   240.08;     0.00;     0.00 ;       0.00 ;
  12 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   336.33;     0.00;     0.00 ;       0.00 ;
  12 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   336.33;     0.00;     0.00 ;       0.00 ;
  12 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  12 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  12 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  12 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  12 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  12 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  12 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  12 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  12 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  12 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  1325.27;     0.00;     0.00 ;       0.00 ;
  12 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   114.44;     0.00;     0.00 ;       0.00 ;
  12 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   114.44;     0.00;     0.00 ;       0.00 ;
  12 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   115.55;     0.00;     0.00 ;       0.00 ;
  12 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   115.55;     0.00;     0.00 ;       0.00 ;
  12 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  12 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   224.13;     0.00;     0.00 ;       0.00 ;
  13 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   199.53;     0.00;     0.00 ;       0.00 ;
  13 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   199.53;     0.00;     0.00 ;       0.00 ;
  13 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  13 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  13 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  13 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  13 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  13 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  13 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  13 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  13 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1324.95;     0.00;     0.00 ;       0.00 ;
  13 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  13 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   120.59;     0.00;     0.00 ;       0.00 ;
  13 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   120.59;     0.00;     0.00 ;       0.00 ;
  13 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   120.62;     0.00;     0.00 ;       0.00 ;
  13 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   120.62;     0.00;     0.00 ;       0.00 ;
  13 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  13 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   217.43;     0.00;     0.00 ;       0.00 ;
  14 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   223.17;     0.00;     0.00 ;       0.00 ;
  14 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   223.17;     0.00;     0.00 ;       0.00 ;
  14 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  14 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  14 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  14 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  14 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  14 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  14 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  14 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  14 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1323.35;     0.00;     0.00 ;       0.00 ;
  14 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  14 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   123.03;     0.00;     0.00 ;       0.00 ;
  14 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   123.03;     0.00;     0.00 ;       0.00 ;
  14 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   123.08;     0.00;     0.00 ;       0.00 ;
  14 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   123.08;     0.00;     0.00 ;       0.00 ;
  14 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  14 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   209.60;     0.00;     0.00 ;       0.00 ;
  15 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   212.48;     0.00;     0.00 ;       0.00 ;
  15 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   212.48;     0.00;     0.00 ;       0.00 ;
  15 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  15 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  15 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  15 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  15 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  15 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  15 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  15 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  15 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1324.55;     0.00;     0.00 ;       0.00 ;
  15 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  15 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   123.02;     0.00;     0.00 ;       0.00 ;
  15 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   123.02;     0.00;     0.00 ;       0.00 ;
  15 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   123.07;     0.00;     0.00 ;       0.00 ;
  15 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   123.07;     0.00;     0.00 ;       0.00 ;
  15 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  15 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   205.25;     0.00;     0.00 ;       0.00 ;
  16 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   230.26;     0.00;     0.00 ;       0.00 ;
  16 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   230.26;     0.00;     0.00 ;       0.00 ;
  16 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  16 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  16 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  16 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  16 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  16 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  16 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  16 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  16 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  16 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   519.31;     0.00;     0.00 ;       0.00 ;
  16 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.77;     0.00;     0.00 ;       0.00 ;
  16 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.77;     0.00;     0.00 ;       0.00 ;
  16 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   122.82;     0.00;     0.00 ;       0.00 ;
  16 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   122.82;     0.00;     0.00 ;       0.00 ;
  16 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  16 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   208.30;     0.00;     0.00 ;       0.00 ;
  17 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   259.52;     0.00;     0.00 ;       0.00 ;
  17 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   259.52;     0.00;     0.00 ;       0.00 ;
  17 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  17 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  17 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  17 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  17 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  17 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  17 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  17 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  17 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  17 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   506.84;     0.00;     0.00 ;       0.00 ;
  17 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.10;     0.00;     0.00 ;       0.00 ;
