***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________

-------------------------------------------------------
Custos marginais dos contratos de importacao de energia                         
-------------------------------------------------------
---------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
CONTR:     Numero do contrato de imp/exp de energia                                                                                                                                                     
NomeContr: Nome do contrato de imp/exp de energia                                                                                                                                                       
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
NomeSist:  Nome do subsistema                                                                                                                                                                           
Econtr:    Energia contratada                                                                                                                                                                           
CustContr: Custo (Preco) da energia imp/exp                                                                                                                                                             
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
---------------------------------------------------

-----;-----;-----------;--------;--------;---------;---------;----------;------------;
IPER ;CONTR; NomeContr ;NumBarra;NomeSist; Econtr  ;CustContr;   CMO    ;    CMB     ;
  -  ;  -  ;     -     ;   -    ;   -    ;  (MW)   ;  (MW)   ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;-----------;--------;--------;---------;---------;----------;------------;
  17 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.10;     0.00;     0.00 ;       0.00 ;
  17 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   122.17;     0.00;     0.00 ;       0.00 ;
  17 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   122.17;     0.00;     0.00 ;       0.00 ;
  17 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  17 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   213.39;     0.00;     0.00 ;       0.00 ;
  18 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   311.00;     0.00;     0.00 ;       0.00 ;
  18 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   311.00;     0.00;     0.00 ;       0.00 ;
  18 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  18 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  18 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  18 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  18 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  18 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  18 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  18 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  18 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  18 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   504.89;     0.00;     0.00 ;       0.00 ;
  18 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.47;     0.00;     0.00 ;       0.00 ;
  18 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.47;     0.00;     0.00 ;       0.00 ;
  18 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   122.53;     0.00;     0.00 ;       0.00 ;
  18 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   122.53;     0.00;     0.00 ;       0.00 ;
  18 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  18 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   218.73;     0.00;     0.00 ;       0.00 ;
  19 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   297.09;     0.00;     0.00 ;       0.00 ;
  19 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   297.09;     0.00;     0.00 ;       0.00 ;
  19 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  19 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  19 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  19 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  19 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  19 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  19 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  19 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  19 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   505.41;     0.00;     0.00 ;       0.00 ;
  19 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  19 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.54;     0.00;     0.00 ;       0.00 ;
  19 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.54;     0.00;     0.00 ;       0.00 ;
  19 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   122.57;     0.00;     0.00 ;       0.00 ;
  19 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   122.57;     0.00;     0.00 ;       0.00 ;
  19 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  19 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   219.28;     0.00;     0.00 ;       0.00 ;
  20 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   326.10;     0.00;     0.00 ;       0.00 ;
  20 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   326.10;     0.00;     0.00 ;       0.00 ;
  20 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  20 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  20 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  20 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  20 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  20 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  20 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  20 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  20 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   506.43;     0.00;     0.00 ;       0.00 ;
  20 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  20 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.87;     0.00;     0.00 ;       0.00 ;
  20 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.87;     0.00;     0.00 ;       0.00 ;
  20 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   122.88;     0.00;     0.00 ;       0.00 ;
  20 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   122.88;     0.00;     0.00 ;       0.00 ;
  20 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  20 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   218.22;     0.00;     0.00 ;       0.00 ;
  21 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   350.47;     0.00;     0.00 ;       0.00 ;
  21 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   350.47;     0.00;     0.00 ;       0.00 ;
  21 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  21 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  21 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  21 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  21 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  21 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  21 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  21 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  21 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  21 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   506.81;     0.00;     0.00 ;       0.00 ;
  21 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   123.46;     0.00;     0.00 ;       0.00 ;
  21 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   123.46;     0.00;     0.00 ;       0.00 ;
  21 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   123.46;     0.00;     0.00 ;       0.00 ;
  21 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   123.46;     0.00;     0.00 ;       0.00 ;
  21 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  21 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   217.93;     0.00;     0.00 ;       0.00 ;
  22 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   385.44;     0.00;     0.00 ;       0.00 ;
  22 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   385.44;     0.00;     0.00 ;       0.00 ;
  22 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  22 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  22 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  22 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  22 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  22 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  22 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  22 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  22 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  22 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   507.00;     0.00;     0.00 ;       0.00 ;
  22 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   123.35;     0.00;     0.00 ;       0.00 ;
  22 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   123.35;     0.00;     0.00 ;       0.00 ;
  22 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   123.35;     0.00;     0.00 ;       0.00 ;
  22 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   123.35;     0.00;     0.00 ;       0.00 ;
  22 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  22 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   217.78;     0.00;     0.00 ;       0.00 ;
  23 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   343.04;     0.00;     0.00 ;       0.00 ;
  23 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   343.04;     0.00;     0.00 ;       0.00 ;
  23 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  23 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  23 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  23 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  23 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  23 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  23 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  23 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  23 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   506.69;     0.00;     0.00 ;       0.00 ;
  23 ; 512 ; FUPL3I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  23 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   123.21;     0.00;     0.00 ;       0.00 ;
  23 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   123.21;     0.00;     0.00 ;       0.00 ;
  23 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   123.21;     0.00;     0.00 ;       0.00 ;
  23 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   123.21;     0.00;     0.00 ;       0.00 ;
  23 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  23 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   221.87;     0.00;     0.00 ;       0.00 ;
  24 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   365.70;     0.00;     0.00 ;       0.00 ;
  24 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   365.70;     0.00;     0.00 ;       0.00 ;
  24 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  24 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  24 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  24 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  24 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  24 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  24 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  24 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  24 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  24 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   506.87;     0.00;     0.00 ;       0.00 ;
  24 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   125.08;     0.00;     0.00 ;       0.00 ;
  24 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   125.08;     0.00;     0.00 ;       0.00 ;
  24 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   124.91;     0.00;     0.00 ;       0.00 ;
  24 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   124.91;     0.00;     0.00 ;       0.00 ;
  24 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  24 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   230.03;     0.00;     0.00 ;       0.00 ;
  25 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   262.02;     0.00;     0.00 ;       0.00 ;
  25 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   262.02;     0.00;     0.00 ;       0.00 ;
  25 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  25 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  25 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  25 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  25 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  25 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  25 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  25 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  25 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  25 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   505.69;     0.00;     0.00 ;       0.00 ;
  25 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   122.27;     0.00;     0.00 ;       0.00 ;
  25 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   122.27;     0.00;     0.00 ;       0.00 ;
  25 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   122.27;     0.00;     0.00 ;       0.00 ;
  25 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   122.27;     0.00;     0.00 ;       0.00 ;
  25 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  25 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   236.06;     0.00;     0.00 ;       0.00 ;
  26 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   275.97;     0.00;     0.00 ;       0.00 ;
  26 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   275.97;     0.00;     0.00 ;       0.00 ;
  26 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  26 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  26 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  26 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  26 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
  26 ; 174 ; NFUNF4-I  ;  3962  ; SE     ;     0.00;   749.93;     0.00 ;       0.00 ;
  26 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   150.00;     0.00;     0.00 ;       0.00 ;
  26 ; 302 ; FUTDCE-E-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  26 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  3150.00;     0.00;     0.00 ;       0.00 ;
  26 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   504.90;     0.00;     0.00 ;       0.00 ;
  26 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   121.73;     0.00;     0.00 ;       0.00 ;
  26 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   121.73;     0.00;     0.00 ;       0.00 ;
  26 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   121.74;     0.00;     0.00 ;       0.00 ;
  26 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   121.74;     0.00;     0.00 ;       0.00 ;
  26 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  26 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   262.61;     0.00;     0.00 ;       0.00 ;
  27 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   334.58;     0.00;     0.00 ;       0.00 ;
  27 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   334.58;     0.00;     0.00 ;       0.00 ;
  27 ; 151 ; E4POL3-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ; 152 ; E4POL4-I-F;  7057  ; SE     ;     0.00;     0.00;     0.00 ;       0.00 ;
  27 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;    11.00;     0.00;     0.00 ;       0.00 ;
  27 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   240.67;     0.00 ;       0.00 ;
  27 ; 171 ; NFUTNF-I  ;  3962  ; SE     ;     0.00;   106.02;     0.00 ;       0.00 ;
  27 ; 172 ; NFUNF2-I  ;  3962  ; SE     ;     0.00;   123.04;     0.00 ;       0.00 ;
  27 ; 173 ; NFUNF3-I  ;  3963  ; SE     ;     0.00;   236.63;     0.00 ;       0.00 ;
